Info : Unable to match requested speed 1000 kHz, using 950 kHz
Info : Unable to match requested speed 1000 kHz, using 950 kHz
Info : clock speed 950 kHz
Info : STLINK v2 JTAG v16 API v2 SWIM v4 VID 0x0483 PID 0x3748
Info : using stlink api v2
Info : Target voltage: 4.345946
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x08001506
Info : halted: PC: 0x08001508
Info : halted: PC: 0x080014da
Info : halted: PC: 0x080014dc
Info : halted: PC: 0x080014de
Info : halted: PC: 0x080014e0
Info : halted: PC: 0x080014e2
Info : halted: PC: 0x080014e6
Info : halted: PC: 0x080014e8
Info : halted: PC: 0x080014ea
Info : halted: PC: 0x080014ec
Info : halted: PC: 0x080014ee
Info : halted: PC: 0x080014f0
Info : halted: PC: 0x080014f2
Info : halted: PC: 0x080014f4
Info : halted: PC: 0x080014f6
Info : halted: PC: 0x080014f8
Info : halted: PC: 0x080014fa
Info : halted: PC: 0x080014fe
Info : halted: PC: 0x08001500
Info : halted: PC: 0x08001502
Info : halted: PC: 0x08001504
Info : halted: PC: 0x0800150a
Info : halted: PC: 0x0800150c
Info : halted: PC: 0x0800150e
Info : halted: PC: 0x08001510
Info : halted: PC: 0x08001512
Info : dropped 'gdb' connection
